subject,method,lambda_stability,band,mean_score,session_std,weight
sub-007,FBCSP-equal,0.5,4-8Hz,0.5080480072463768,0.01591188466233347,1.0
sub-007,FBCSP-equal,0.5,8-12Hz,0.4847735507246377,0.03528185985636793,1.0
sub-007,FBCSP-equal,0.5,12-16Hz,0.515330615942029,0.035146072312055625,1.0
sub-007,FBCSP-equal,0.5,16-20Hz,0.4855480072463768,0.03292564956981657,1.0
sub-007,FBCSP-equal,0.5,20-24Hz,0.5325,0.04548351349665063,1.0
sub-007,FBCSP-equal,0.5,24-28Hz,0.5002173913043478,0.007381707324499866,1.0
sub-007,FBCSP-equal,0.5,28-32Hz,0.49261322463768115,0.02066637723118235,1.0
sub-007,FBCSP-equal,0.5,32-36Hz,0.49490489130434784,0.01725448794903143,1.0
sub-007,FBCSP-equal,0.5,36-40Hz,0.4796784420289855,0.011987405046363826,1.0
sub-007,FBCSP-innerLOSO-weighted,0.5,4-8Hz,0.5080480072463768,0.01591188466233347,0.1076221740523675
sub-007,FBCSP-innerLOSO-weighted,0.5,8-12Hz,0.4847735507246377,0.03528185985636793,0.024982625915498737
sub-007,FBCSP-innerLOSO-weighted,0.5,12-16Hz,0.515330615942029,0.035146072312055625,0.1699666507928619
sub-007,FBCSP-innerLOSO-weighted,0.5,16-20Hz,0.4855480072463768,0.03292564956981657,0.026226671769790714
sub-007,FBCSP-innerLOSO-weighted,0.5,20-24Hz,0.5325,0.04548351349665063,0.49917756304166466
sub-007,FBCSP-innerLOSO-weighted,0.5,24-28Hz,0.5002173913043478,0.007381707324499866,0.06584242076093258
sub-007,FBCSP-innerLOSO-weighted,0.5,28-32Hz,0.49261322463768115,0.02066637723118235,0.040858357055145365
sub-007,FBCSP-innerLOSO-weighted,0.5,32-36Hz,0.49490489130434784,0.01725448794903143,0.04717720809832194
sub-007,FBCSP-innerLOSO-weighted,0.5,36-40Hz,0.4796784420289855,0.011987405046363826,0.018146328513416677
sub-007,Stable-FBCSP-V2,0.5,4-8Hz,0.5080480072463768,0.01591188466233347,0.1956525492490374
